score,word_count,cell_count,has_verbish,has_nounish,phrase,word1,instance_id1,start1,end1,path1,word2,instance_id2,start2,end2,path2,word3,instance_id3,start3,end3,path3,word4,instance_id4,start4,end4,path4,word5,instance_id5,start5,end5,path5,word6,instance_id6,start6,end6,path6
48,6,24,False,True,decimal ten ten ten integer a,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12,a,203,L13,L13,L13
48,6,25,False,True,decimal ten ten ten integer by,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12,by,189,L12,M13,L12 -> M13
48,6,18,True,True,find a the start a nine,find,1,E1,H1,E1 -> F1 -> G1 -> H1,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4
48,6,18,True,True,find a the start a nine,find,1,E1,H1,E1 -> F1 -> G1 -> H1,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,24,M2,M5,M2 -> M3 -> L4 -> M5
48,6,18,True,True,find a the start a nine,find,2,E1,G2,E1 -> F1 -> G1 -> G2,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4
48,6,18,True,True,find a the start a nine,find,2,E1,G2,E1 -> F1 -> G1 -> G2,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,24,M2,M5,M2 -> M3 -> L4 -> M5
48,6,18,True,True,find the start a nine a,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,a,58,J4,J4,J4
48,6,19,True,True,find the start a nine in,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,in,73,J5,J6,J5 -> J6
48,6,17,True,True,find the start an go a,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4
48,6,19,False,True,in a ten ten ten integer,in,191,A13,A12,A13 -> A12,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
47,6,18,True,True,find the start a in end,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,in,48,M3,L4,M3 -> L4,end,60,K4,K5,K4 -> L5 -> K5
47,6,18,True,True,find the start a in end,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,in,48,M3,L4,M3 -> L4,end,75,M5,K5,M5 -> L5 -> K5
47,6,19,True,True,find the start an in end,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,in,48,M3,L4,M3 -> L4,end,60,K4,K5,K4 -> L5 -> K5
47,6,19,True,True,find the start an in end,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,in,48,M3,L4,M3 -> L4,end,75,M5,K5,M5 -> L5 -> K5
47,6,20,True,True,start a nine in a decimal,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10
47,6,20,True,True,start a nine in a decimal,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11
47,6,21,True,True,start a nine in a decimals,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11
46,6,18,False,True,a a ten ten ten integer,a,139,C10,C10,C10,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
46,6,18,False,True,a ten ten ten integer a,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12,a,203,L13,L13,L13
46,6,19,False,True,a ten ten ten integer by,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12,by,189,L12,M13,L12 -> M13
46,6,20,True,True,get get ninety nine ten a,get,135,L9,M9,L9 -> M10 -> M9,get,145,L10,J10,L10 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,a,152,B11,B11,B11
46,6,20,True,True,get get ninety nine ten a,get,146,L10,M9,L10 -> M10 -> M9,get,134,L9,J10,L9 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,a,152,B11,B11,B11
46,6,21,True,True,get get ninety nine ten at,get,135,L9,M9,L9 -> M10 -> M9,get,145,L10,J10,L10 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,at,153,B11,A10,B11 -> A10
46,6,21,True,True,get get ninety nine ten at,get,135,L9,M9,L9 -> M10 -> M9,get,145,L10,J10,L10 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,at,155,B11,C12,B11 -> C12
46,6,21,True,True,get get ninety nine ten at,get,146,L10,M9,L10 -> M10 -> M9,get,134,L9,J10,L9 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,at,153,B11,A10,B11 -> A10
46,6,21,True,True,get get ninety nine ten at,get,146,L10,M9,L10 -> M10 -> M9,get,134,L9,J10,L9 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,at,155,B11,C12,B11 -> C12
46,6,21,True,True,get get ninety nine ten is,get,135,L9,M9,L9 -> M10 -> M9,get,145,L10,J10,L10 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,is,192,A13,B12,A13 -> B12
46,6,21,True,True,get get ninety nine ten is,get,146,L10,M9,L10 -> M10 -> M9,get,134,L9,J10,L9 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,is,192,A13,B12,A13 -> B12
46,6,21,True,True,get get ninety nine ten it,get,135,L9,M9,L9 -> M10 -> M9,get,145,L10,J10,L10 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,it,193,A13,A14,A13 -> A14
46,6,21,True,True,get get ninety nine ten it,get,146,L10,M9,L10 -> M10 -> M9,get,134,L9,J10,L9 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,it,193,A13,A14,A13 -> A14
46,6,20,True,True,get go it ninety nine ten,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10,it,130,H9,H10,H9 -> H10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12
46,6,20,True,True,get go it ninety nine ten,get,145,L10,J10,L10 -> K10 -> J10,go,131,I9,I10,I9 -> I10,it,130,H9,H10,H9 -> H10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12
46,6,19,True,True,get go ninety nine ten a,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,a,152,B11,B11,B11
46,6,19,True,True,get go ninety nine ten a,get,145,L10,J10,L10 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,a,152,B11,B11,B11
46,6,20,True,True,get go ninety nine ten at,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,at,153,B11,A10,B11 -> A10
46,6,20,True,True,get go ninety nine ten at,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,at,155,B11,C12,B11 -> C12
46,6,20,True,True,get go ninety nine ten at,get,145,L10,J10,L10 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,at,153,B11,A10,B11 -> A10
46,6,20,True,True,get go ninety nine ten at,get,145,L10,J10,L10 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,at,155,B11,C12,B11 -> C12
46,6,20,True,True,get go ninety nine ten is,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,is,192,A13,B12,A13 -> B12
46,6,20,True,True,get go ninety nine ten is,get,145,L10,J10,L10 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,is,192,A13,B12,A13 -> B12
46,6,20,True,True,get go ninety nine ten it,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,it,193,A13,A14,A13 -> A14
46,6,20,True,True,get go ninety nine ten it,get,145,L10,J10,L10 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12,it,193,A13,A14,A13 -> A14
46,6,21,True,True,get the it ninety nine ten,get,136,L9,N10,L9 -> M10 -> N10,the,137,M9,K8,M9 -> L8 -> K8,it,132,J9,J10,J9 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12
46,6,21,True,True,get the it ninety nine ten,get,147,L10,N10,L10 -> M10 -> N10,the,137,M9,K8,M9 -> L8 -> K8,it,132,J9,J10,J9 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12
46,6,21,True,True,get the it ninety nine ten,get,148,L10,N10,L10 -> M11 -> N10,the,137,M9,K8,M9 -> L8 -> K8,it,132,J9,J10,J9 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,ten,195,C13,A12,C13 -> B13 -> A12
46,6,26,True,True,integers find the start nine go,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,go,43,J3,K3,J3 -> K3
46,6,19,True,True,is a ten ten ten integer,is,156,C11,B12,C11 -> B12,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
46,6,19,True,True,is a ten ten ten integer,is,192,A13,B12,A13 -> B12,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
46,6,19,False,True,it a ten ten ten integer,it,129,B9,A10,B9 -> A10,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
46,6,24,True,True,ten hundred is find the start,ten,37,C3,C5,C3 -> C4 -> C5,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1
46,6,24,True,True,ten hundred is find the start,ten,62,B5,C5,B5 -> C4 -> C5,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1
46,6,24,True,True,ten integer is find the start,ten,38,C3,D5,C3 -> C4 -> D5,integer,82,D6,C2,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2,is,0,D1,E2,D1 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1
46,6,26,True,True,up integers find the start nine,up,80,C6,D7,C6 -> D7,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4
46,6,26,True,True,up integers find the start nine,up,80,C6,D7,C6 -> D7,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,24,M2,M5,M2 -> M3 -> L4 -> M5
46,5,23,False,True,decimal ten ten ten integer,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12,,,,,
46,5,17,True,True,find the start a nine,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,,,,,
46,5,17,True,True,find the start a nine,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,24,M2,M5,M2 -> M3 -> L4 -> M5,,,,,
45,6,18,False,True,a decimal a ten ten ten,a,101,I6,I6,I6,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12
